,Modelo,Motorizacion,Categoria,MTMA_Kg,Consumo_electrico_kWh/10km,Potencia_electrica_kW,Autonomia_electrica_km,Capacidad_bateria_kWh,Consumo Mínimo,Consumo Máximo,Emisiones Mínimo,Emisiones Máximo
167,BMW i i3s REEV i3s Automatico (I01) (CO2 15) (7Z81),Eléctricos puros,M1,1780.0,12.5,135.0,220.0,33.2,0.0,0.0,0.0,0.0
168,BMW i i4 edrive40,Eléctricos puros,M1,2050.0,16.1,250.0,590.0,83.6,0.0,0.0,0.0,0.0
169,BMW i i4 i4 edrive40,Eléctricos puros,M1,2050.0,16.1,250.0,590.0,83.6,0.0,0.0,0.0,0.0
170,BMW i i4 M50,Eléctricos puros,M1,2215.0,18.0,400.0,520.0,83.6,0.0,0.0,0.0,0.0
171,BMW i3 (120 Ah) (Desde prod 11/2019) 7Z21,Eléctricos puros,M1,1710.0,13.1,125.0,308.0,120.0,0.0,0.0,0.0,0.0
172,BMW i3s (120 Ah) (Desde prod 11/2019) 7Z21,Eléctricos puros,M1,1730.0,14.0,125.0,284.0,120.0,0.0,0.0,0.0,0.0
173,BMW i4 35 eDrive (Desde prod 03/2024) 41 AW,Eléctricos puros,M1,2545.0,15.8,210.0,479.0,67.0,0.0,0.0,0.0,0.0
174,BMW i4 35 eDrive (Desde prod 11/2023) 41 AW,Eléctricos puros,M1,2545.0,15.8,210.0,478.0,67.0,0.0,0.0,0.0,0.0
175,BMW i4 40 eDrive (Desde prod 06/2021) 71 AW,Eléctricos puros,M1,2605.0,16.1,250.0,590.0,81.1,0.0,0.0,0.0,0.0
176,BMW i4 40 eDrive (Desde prod 11/2023) 71 AW,Eléctricos puros,M1,2605.0,16.1,250.0,584.0,81.1,0.0,0.0,0.0,0.0
177,BMW i4 eDrive 35 (Desde prod 01/2023) 41AW,Eléctricos puros,M1,1990.0,15.8,210.0,483.0,67.0,0.0,0.0,0.0,0.0
178,BMW i4 eDrive40 (Desde prod 10/2021) 71AW,Eléctricos puros,M1,1710.0,16.1,250.0,590.0,80.7,0.0,0.0,0.0,0.0
179,BMW i4 edrive40 (Desde prod 12/2021) 71AW,Eléctricos puros,M1,2050.0,16.1,250.0,590.0,83.6,0.0,0.0,0.0,0.0
180,BMW i4 M50 (Desde prod 06/2021) 31 AW,Eléctricos puros,M1,2735.0,18.1,400.0,520.0,81.1,0.0,0.0,0.0,0.0
181,BMW i4 M50 (Desde prod 11/2021) 31AW,Eléctricos puros,M1,1730.0,18.0,400.0,520.0,80.7,0.0,0.0,0.0,0.0
182,BMW i4 M50 (Desde prod 11/2023) 31 AW,Eléctricos puros,M1,2735.0,18.1,400.0,512.0,81.1,0.0,0.0,0.0,0.0
183,BMW i4 M50 (Desde prod 12/2021) 31AW,Eléctricos puros,M1,2215.0,18.0,400.0,520.0,83.6,0.0,0.0,0.0,0.0
184,BMW i5 eDrive40 Berlina (Desde prod 07/2023) 31FK,Eléctricos puros,M1,2740.0,16.0,250.0,582.0,81.2,0.0,0.0,0.0,0.0
185,BMW i5 eDrive40 Berlina (Desde prod 11/2023) 31FK,Eléctricos puros,M1,2740.0,16.0,250.0,570.0,81.2,0.0,0.0,0.0,0.0
186,BMW i5 eDrive40 Touring (Desde prod 03/2024) 11HH,Eléctricos puros,M1,2760.0,16.5,250.0,547.0,83.9,0.0,0.0,0.0,0.0
187,BMW i5 M60 xDrive Berlina (Desde prod 07/2023) 41FK,Eléctricos puros,M1,2895.0,18.2,442.0,516.0,81.3,0.0,0.0,0.0,0.0
188,BMW i5 M60 xDrive Berlina (Desde prod 11/2023) 41FK,Eléctricos puros,M1,2895.0,18.2,442.0,510.0,81.3,0.0,0.0,0.0,0.0
189,BMW i5 M60 xDrive Touring (Desde prod 03/2024) 31HH,Eléctricos puros,M1,2960.0,18.3,442.0,499.0,83.9,0.0,0.0,0.0,0.0
190,BMW i5 xDrive40 Berlina (Desde prod 03/2024) 11HG,Eléctricos puros,M1,2890.0,17.2,290.0,530.0,83.9,0.0,0.0,0.0,0.0
191,BMW i7 eDrive50 (Desde prod 07/2023) 41EJ,Eléctricos puros,M1,3130.0,19.1,335.0,612.0,101.7,0.0,0.0,0.0,0.0
192,BMW i7 eDrive50 (Desde prod 11/2023) 41EJ,Eléctricos puros,M1,3130.0,19.1,335.0,611.0,101.7,0.0,0.0,0.0,0.0
193,BMW i7 M70 xDrive (Desde prod 07/2023) 81EH,Eléctricos puros,M1,3250.0,20.8,485.0,560.0,101.7,0.0,0.0,0.0,0.0
194,BMW i7 M70 xDrive (Desde prod 11/2023) 81EH,Eléctricos puros,M1,3250.0,20.8,485.0,559.0,101.7,0.0,0.0,0.0,0.0
195,BMW i7 xDrive60 (Desde prod 11/2023) 51EJ,Eléctricos puros,M1,3250.0,18.5,400.0,624.0,101.7,0.0,0.0,0.0,0.0
196,BMW i8 (Desde prod 11/2019) 2Z41,Híbridos enchufables,M1,1920.0,14.0,105.0,53.0,33.0,2.1,2.2,48.0,49.0
197,BMW i8 Roadster (Desde prod 11/2019) 2Z61,Híbridos enchufables,M1,1900.0,14.5,105.0,52.0,33.0,2.2,2.2,50.0,51.0
198,BMW iX M60 (Desde prod 01/2022) 31CF,Eléctricos puros,M1,3160.0,21.9,455.0,563.0,108.6,0.0,0.0,0.0,0.0
199,BMW iX M60 (Desde prod 03/2022) 31CF,Eléctricos puros,M1,2595.0,21.7,455.0,565.0,107.5,0.0,0.0,0.0,0.0
200,BMW iX M60 (Desde prod 07/2023) 31CF,Eléctricos puros,M1,3160.0,21.8,455.0,568.0,108.6,0.0,0.0,0.0,0.0
201,BMW iX M60 (Desde prod 11/2023) 31CF,Eléctricos puros,M1,3160.0,21.8,455.0,563.0,108.6,0.0,0.0,0.0,0.0
202,BMW iX xDrive40 (Desde prod 07/2021) 11CF,Eléctricos puros,M1,2365.0,19.4,240.0,436.0,73.0,0.0,0.0,0.0,0.0
203,BMW iX xDrive40 (Desde prod 10/2021) 11CF,Eléctricos puros,M1,2365.0,19.3,240.0,426.0,76.6,0.0,0.0,0.0,0.0
204,BMW iX xDrive40 (Desde prod 11/2023) 11CF,Eléctricos puros,M1,3010.0,19.4,240.0,425.0,74.1,0.0,0.0,0.0,0.0
205,BMW iX xDrive50 (Desde prod 07/2021) 21CF,Eléctricos puros,M1,3145.0,19.5,386.0,633.0,107.5,0.0,0.0,0.0,0.0
206,BMW iX xDrive50 (Desde prod 10/2021) 21CF,Eléctricos puros,M1,3145.0,19.8,386.0,631.0,111.5,0.0,0.0,0.0,0.0
207,BMW iX xDrive50 (Desde prod 11/2023) 21CF,Eléctricos puros,M1,3145.0,19.7,385.0,628.0,108.8,0.0,0.0,0.0,0.0
208,BMW iX1 eDrive20 (Desde prod 11/2023) 71EG,Eléctricos puros,M1,2435.0,15.4,150.0,474.0,64.8,0.0,0.0,0.0,0.0
209,BMW iX1 xDrive30 (Desde prod 07/2021) 61EF,Eléctricos puros,M1,2010.0,16.8,230.0,440.0,64.7,0.0,0.0,0.0,0.0
210,BMW iX1 xDrive30 (Desde prod 07/2023) 61EF,Eléctricos puros,M1,2580.0,16.9,230.0,439.0,64.8,0.0,0.0,0.0,0.0
211,BMW iX2 eDrive20 (Desde prod 03/2024) 51GM,Eléctricos puros,M1,2460.0,15.3,150.0,478.0,64.8,0.0,0.0,0.0,0.0
212,BMW iX2 xDrive30 (Desde prod 11/2023) 71GM,Eléctricos puros,M1,2605.0,16.3,230.0,449.0,64.8,0.0,0.0,0.0,0.0
213,BMW iX3 (Desde prod 03/2021) 7X41,Eléctricos puros,M1,2260.0,18.6,210.0,460.0,80.0,0.0,0.0,0.0,0.0
214,BMW iX3 M Sport (Desde prod 01.2024) 41DU,Eléctricos puros,M1,2740.0,17.6,210.0,471.0,73.9,0.0,0.0,0.0,0.0
215,BMW iX3 M Sport (Desde prod 09/2021) 41DU,Eléctricos puros,M1,2255.0,18.5,210.0,462.0,74.3,0.0,0.0,0.0,0.0
216,BMW M760e xDrive (Desde 07/2022) 51EH,Híbridos enchufables,M1,2450.0,23.7,145.0,85.0,18.7,1.0,1.3,23.0,29.0
217,BMW M760e xDrive (Desde prod 07/2023) 51EH,Híbridos enchufables,M1,3250.0,25.3,145.0,80.0,17.6,1.1,1.4,25.0,31.0
218,BMW M760e xDrive (Desde prod 11/2023) 51EH,Híbridos enchufables,M1,3250.0,25.3,145.0,78.0,17.6,1.1,1.4,25.0,31.0
219,BMW X1 xDrive 25e (Desde 01/2022) 21EF,Híbridos enchufables,M1,2430.0,17.1,80.0,92.0,14.2,0.7,1.0,15.0,22.0
220,BMW X1 xDrive 30e (Desde 01/2022) 31EF,Híbridos enchufables,M1,1860.0,18.0,130.0,88.0,14.2,0.7,1.0,16.0,23.0
221,BMW X1 xDrive25e (Desde prod 07/2023) 21EF,Híbridos enchufables,M1,2430.0,18.2,80.0,92.0,14.2,0.7,1.1,16.0,24.0
222,BMW X1 xDrive25e (Desde prod 11/2023) 21EF,Híbridos enchufables,M1,2430.0,18.2,80.0,85.0,14.2,0.7,1.1,16.0,24.0
223,BMW X1 xDrive30e (Desde prod 07/2023) 31EF,Híbridos enchufables,M1,2435.0,18.2,130.0,88.0,14.2,0.7,1.1,16.0,24.0
224,BMW X1 xDrive30e (Desde prod 11/2023) 31EF,Híbridos enchufables,M1,2435.0,18.2,130.0,85.0,14.2,0.7,1.1,16.0,24.0
225,BMW X2 xDrive 25e (Desde prod 07/2020) YN91,Híbridos enchufables,M1,1730.0,19.6,19.6,54.0,8.8,1.7,1.8,38.0,41.0
226,BMW X2 xDrive 25e (Desde prod 07/2020) YN91,Híbridos enchufables,M1,1730.0,19.6,19.6,54.0,8.8,1.6,1.8,36.0,41.0
227,BMW X3 xDrive30e (Desde prod 07/2021) 61DP,Híbridos enchufables,M1,2065.0,25.7,25.7,50.0,12.0,2.0,2.6,44.0,59.0
228,BMW X3 xDrive30e xLine (Desde prod 05/2024) 61DP,Híbridos enchufables,M1,2600.0,27.5,80.0,50.0,10.5,2.0,2.6,45.0,53.0
229,BMW X3 xDrive30e xLine (Desde prod 07/2021) 61DP,Híbridos enchufables,M1,2600.0,27.5,80.0,50.0,10.5,2.0,2.6,45.0,53.0
230,BMW X3 xDrive30e xLine (Desde prod 12/2023) 61DP,Híbridos enchufables,M1,2600.0,25.8,80.0,50.0,10.5,2.0,2.6,45.0,53.0
231,BMW X3 xDrive30e xLine(Desde prod 09/2023) 61DP,Híbridos enchufables,M1,2600.0,25.0,80.0,50.0,10.5,2.0,2.6,45.0,59.0
232,BMW X5 xDrive40e iPerformance (Desde prod 07/2017) KT01,Híbridos enchufables,M1,2980.0,15.4,15.4,31.0,9.2,3.3,3.4,77.0,78.0
233,BMW X5 xDrive50e xLine (Desde 04/2023) 41EU,Híbridos enchufables,M1,2420.0,22.9,145.0,110.0,25.7,0.8,1.1,18.0,26.0
234,BMW X5 xDrive50e xLine (Desde prod 04/2024) 41 EU,Híbridos enchufables,M1,3200.0,27.9,80.0,109.0,25.7,0.8,1.1,18.0,26.0
235,BMW X5 xDrive50e xLine (Desde prod 12/2023) 41 EU,Híbridos enchufables,M1,3200.0,26.6,145.0,109.0,25.7,0.8,1.1,18.0,26.0
236,BMW XM (Desde prod 12/2022) 21CS,Híbridos enchufables,M1,3300.0,35.4,145.0,80.0,25.7,1.6,1.9,37.0,43.0
237,BMW XM (Desde prod 12/2023) 21CS,Híbridos enchufables,M1,3300.0,35.4,145.0,79.0,25.7,1.6,1.9,37.0,43.0
238,BMW XM 50e (Desde prod 04/2024) 11CS,Híbridos enchufables,M1,3220.0,34.1,145.0,81.0,25.7,1.4,1.7,32.0,37.0
239,BMW XM Label Red (Desde prod 08/2023) 31CS,Híbridos enchufables,M1,3300.0,35.9,145.0,83.0,25.7,1.7,2.0,37.0,45.0
240,BMW XM Label Red (Desde prod 12/2023) 31CS,Híbridos enchufables,M1,3300.0,35.9,145.0,79.0,25.7,1.7,2.0,37.0,45.0
241,BUXO eURBA II 3500ee,Eléctricos puros,N3,20000.0,130.0,243.0,100.0,160.0,0.0,0.0,0.0,0.0
242,BUXO eURBA II 3750ee,Eléctricos puros,N3,20000.0,130.0,243.0,100.0,160.0,0.0,0.0,0.0,0.0
243,BUXO eURBA II 4500ee,Eléctricos puros,N3,20000.0,130.0,243.0,100.0,160.0,0.0,0.0,0.0,0.0
244,BUXO eURBA III 3500ee,Eléctricos puros,N3,30000.0,170.0,243.0,100.0,240.0,0.0,0.0,0.0,0.0
245,BUXO eURBA III 3750ee,Eléctricos puros,N3,30000.0,170.0,243.0,100.0,240.0,0.0,0.0,0.0,0.0
246,BUXO eURBA III 4500ee,Eléctricos puros,N3,30000.0,170.0,243.0,100.0,240.0,0.0,0.0,0.0,0.0
247,BYD BYD ATTO 3 SC2E/M2F1C/1NXE5E001NL1,Eléctricos puros,M1,2160.0,15.6,150.0,420.0,60.5,0.0,0.0,0.0,0.0
248,BYD BYD B19 DC Low Floor 3/4 Puertas,Eléctricos puros,M3,29500.0,130.0,300.0,400.0,563.0,0.0,0.0,0.0,0.0
249,BYD BYD DOLPHIN EM2E-1/H2F1C/2NTE5F002NL1,Eléctricos puros,M1,2068.0,15.9,150.0,427.0,60.4,0.0,0.0,0.0,0.0
250,BYD ETP3 1NXE21F001NL1,Eléctricos puros,N1,2420.0,21.0,100.0,238.0,44.9,0.0,0.0,0.0,0.0
251,BYD HAN AWD SE2D1C/1NXE5E001NL1,Eléctricos puros,M1,2660.0,18.5,380.0,521.0,85.4,0.0,0.0,0.0,0.0
252,BYD K11U DC Low Floor 4 Puertas,Eléctricos puros,M3,28000.0,125.3,300.0,300.0,391.0,0.0,0.0,0.0,0.0
253,BYD K7UA DC Low Entry 2 Puertas,Eléctricos puros,M3,14440.0,69.3,300.0,200.0,174.0,0.0,0.0,0.0,0.0
254,BYD K9UB AC Low Floor 2 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,300.0,348.0,0.0,0.0,0.0,0.0
255,BYD K9UB AC Low Floor 3 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,300.0,348.0,0.0,0.0,0.0,0.0
256,BYD K9UB DC Low Entry 2 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,300.0,348.0,0.0,0.0,0.0,0.0
257,BYD K9UB DC Low Floor 2 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,300.0,348.0,0.0,0.0,0.0,0.0
258,BYD K9UB DC Low Floor 3 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,300.0,348.0,0.0,0.0,0.0,0.0
259,BYD K9UD DC Low Floor 2 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,400.0,348.0,0.0,0.0,0.0,0.0
260,BYD K9UD DC Low Floor 3 Puertas,Eléctricos puros,M3,19000.0,69.3,300.0,400.0,348.0,0.0,0.0,0.0,0.0
261,BYD SEAL SE2R1C/2NTE5F002NL1,Eléctricos puros,M1,2501.0,16.6,230.0,570.0,82.5,0.0,0.0,0.0,0.0
262,BYD SEAL U DM-i MH2D1C/5BUH5F2L5TL2,Híbridos enchufables,M1,2510.0,20.9,270.0,70.0,18.3,1.2,1.2,26.0,26.0
263,BYD SEAL U DM-i MH2F1C/3AZH5E2J3RL2,Híbridos enchufables,M1,2350.0,18.8,145.0,77.0,18.3,0.9,0.9,20.5,20.5
264,BYD SEAL U ME2F1C/1NXE5E001NL1,Eléctricos puros,M1,2430.0,19.9,160.0,420.0,71.8,0.0,0.0,0.0,0.0
265,BYD SEAL U ME2F1C/2NYE5E002NL1,Eléctricos puros,M1,2557.0,20.5,160.0,500.0,87.0,0.0,0.0,0.0,0.0
266,BYD SEALION 7 1NXE5C001NL1,Eléctricos puros,M1,2635.0,19.9,230.0,482.0,82.5,0.0,0.0,0.0,0.0
267,BYD SEALION 7 AWD 2NYE5C002NL1,Eléctricos puros,M1,2750.0,21.4,390.0,456.0,82.5,0.0,0.0,0.0,0.0
268,BYD SEALION 7 AWD 4NYE5C004NL1,Eléctricos puros,M1,2845.0,21.9,390.0,502.0,91.3,0.0,0.0,0.0,0.0
269,Car-bus.net eSHUTTLE SHUTTLE,Eléctricos puros,M3,6400.0,42.0,70.0,250.0,140.0,0.0,0.0,0.0,0.0
270,Car-bus.net eURBAN URBANO,Eléctricos puros,M3,6400.0,42.0,70.0,250.0,140.0,0.0,0.0,0.0,0.0
271,Car-bus.net Wolta 150,Eléctricos puros,M3,8400.0,100.0,82.0,150.0,100.0,0.0,0.0,0.0,0.0
272,Car-bus.net Wolta 68,Eléctricos puros,M3,8400.0,100.0,82.0,150.0,68.0,0.0,0.0,0.0,0.0
273,CENNTRO LOGISTAR 100 CBE21115B22AEB,Eléctricos puros,N1,1520.0,15.2,25.0,118.0,15.9,0.0,0.0,0.0,0.0
274,CENNTRO LOGISTAR 100 CBE21115B22AEC,Eléctricos puros,N1,1520.0,16.4,25.0,110.0,15.9,0.0,0.0,0.0,0.0
275,CENNTRO Logistar 200 - CAE211 - CarBox 26A21AEA,Eléctricos puros,N1,2600.0,23.2,60.0,264.0,41.9,0.0,0.0,0.0,0.0
276,CENNTRO Logistar 200 - CAE211 26A21AEA,Eléctricos puros,N1,2600.0,23.2,60.0,264.0,41.9,0.0,0.0,0.0,0.0
277,CENNTRO Logistar 200V - CBE211 25A21AEA,Eléctricos puros,N1,2550.0,23.2,60.0,264.0,41.9,0.0,0.0,0.0,0.0
278,CENNTRO LOGISTAR 260 1 1,Eléctricos puros,N1,3060.0,23.6,80.0,163.0,44.0,0.0,0.0,0.0,0.0
279,CENNTRO M5021EV 12,Eléctricos puros,N1,1800.0,15.9,12.0,143.0,24.2,0.0,0.0,0.0,0.0
280,CENNTRO Metro 20Kw Serie especial Chasis,Eléctricos puros,N1,1800.0,16.5,12.0,215.0,20.0,0.0,0.0,0.0,0.0
281,CENNTRO Metro 20Kw Serie especial Pick up,Eléctricos puros,N1,1800.0,16.5,12.0,215.0,20.0,0.0,0.0,0.0,0.0
282,CENNTRO Metro 20Kw Serie especial Van,Eléctricos puros,N1,1800.0,16.5,12.0,215.0,20.0,0.0,0.0,0.0,0.0
283,CENNTRO Metro 26 Kw Chasis,Eléctricos puros,N1,1800.0,16.5,12.0,270.0,26.0,0.0,0.0,0.0,0.0
284,CENNTRO Metro 26 Kw Pick up,Eléctricos puros,N1,1800.0,16.5,12.0,270.0,26.0,0.0,0.0,0.0,0.0
285,CENNTRO Metro 26 Kw Van,Eléctricos puros,N1,1800.0,16.5,12.0,270.0,26.0,0.0,0.0,0.0,0.0
286,Citroën  SUV C5 Aircross Plug In Hybrid 225 ë-EAT8 Shine Pack,Híbridos enchufables,M1,2310.0,20.6,81.0,64.0,13.2,1.2,1.4,29.0,32.0
287,Citroën  SUV C5 Aircross Plug-In Hybrid 180 ë-EAT8 Ë Series,Híbridos enchufables,M1,2310.0,176.0,81.2,55.0,12.4,1.3,2.0,29.0,44.0
288,Citroën  SUV C5 Aircross Plug-In Hybrid 180 ë-EAT8 Max,Híbridos enchufables,M1,2310.0,176.0,81.2,55.0,12.4,1.3,2.0,29.0,44.0
289,Citroën  SUV C5 Aircross Plug-In Hybrid 180 ë-EAT8 Plus,Híbridos enchufables,M1,2310.0,176.0,81.2,55.0,12.4,1.3,2.0,29.0,44.0
290,Citroën  SUV C5 Aircross Plug-In Hybrid 225 ë-EAT8,Híbridos enchufables,M1,2310.0,16.6,81.2,66.0,14.2,1.1,1.6,29.0,36.0
291,Citroën  SUV C5 Aircross Plug-In Hybrid 225 ë-EAT8 Ë Series,Híbridos enchufables,M1,2310.0,182.0,81.2,64.0,13.2,1.1,1.6,26.0,36.0
292,Citroën  SUV C5 Aircross Plug-In Hybrid 225 ë-EAT8 Max,Híbridos enchufables,M1,2310.0,182.0,81.2,64.0,13.2,1.1,1.6,26.0,36.0
293,Citroën C-Zero Eléctrico,Eléctricos puros,M1,1450.0,12.6,49.0,150.0,14.5,0.0,0.0,0.0,0.0
294,Citroën C5 Aircross Plug In Hybrid 225 ë-EAT8 Shine Pack,Híbridos enchufables,M1,2310.0,20.6,81.0,64.0,13.2,1.2,1.4,29.0,32.0
295,Citroën C5 X Plug-In Hybrid 180 ë-EAT8,Híbridos enchufables,M1,2185.0,18.3,81.2,64.0,12.4,1.0,1.3,24.0,30.0
296,Citroën C5 X Plug-in Hybrid 180 Plus,Híbridos enchufables,M1,2185.0,173.8,81.2,64.0,12.4,1.0,1.3,24.0,30.0
297,Citroën C5 X Plug-in Hybrid 180 You,Híbridos enchufables,M1,2185.0,173.8,81.2,64.0,12.4,1.0,1.3,24.0,30.0
298,Citroën C5 X Plug-in Hybrid 225 Hypnos,Híbridos enchufables,M1,2185.0,169.4,81.2,64.0,13.2,1.2,1.6,28.0,37.0
299,Citroën C5 X Plug-in Hybrid 225 Max,Híbridos enchufables,M1,2185.0,169.4,81.2,64.0,13.2,1.0,1.3,24.0,30.0
300,Citroën C5 X Plug-In Hybrid Shine Pack,Híbridos enchufables,M1,2185.0,16.7,81.2,55.0,13.2,1.3,1.4,29.0,30.0
301,Citroën ë-Berlingo 50 kWh Talla M,Eléctricos puros,M1,2290.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
302,Citroën ë-Berlingo 50 kWh Talla XL,Eléctricos puros,M1,2320.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
303,Citroën ë-Berlingo Van Batería 50 KWh Talla M,Eléctricos puros,N1,2390.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
304,Citroën ë-Berlingo Van Batería 50 KWh Talla XL,Eléctricos puros,N1,2385.0,22.7,100.0,245.0,50.0,0.0,0.0,0.0,0.0
305,Citroën ë-C4 115 KW,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
306,Citroën ë-C4 eléctrico 100 KW - 50KWh E SERIES,Eléctricos puros,M1,2000.0,16.6,100.0,357.0,50.0,0.0,0.0,0.0,0.0
307,Citroën ë-C4 eléctrico 100 KW - 50KWh YOU,Eléctricos puros,M1,2000.0,16.6,100.0,357.0,50.0,0.0,0.0,0.0,0.0
308,Citroën ë-C4 Eléctrico 100 KW C-SERIES,Eléctricos puros,M1,2000.0,15.3,100.0,353.0,50.0,0.0,0.0,0.0,0.0
309,Citroën ë-C4 Eléctrico 100 KW FEEL,Eléctricos puros,M1,2000.0,15.3,100.0,353.0,50.0,0.0,0.0,0.0,0.0
310,Citroën ë-C4 Eléctrico 100 KW FEEL PACK,Eléctricos puros,M1,2000.0,15.3,100.0,353.0,50.0,0.0,0.0,0.0,0.0
311,Citroën ë-C4 Eléctrico 100 KW SHINE,Eléctricos puros,M1,2000.0,15.3,100.0,353.0,50.0,0.0,0.0,0.0,0.0
312,Citroën ë-C4 eléctrico 100KW- 50KWh MAX,Eléctricos puros,M1,2000.0,16.6,100.0,357.0,50.0,0.0,0.0,0.0,0.0
313,Citroën ë-C4 eléctrico 100KW- 50KWh PLUS,Eléctricos puros,M1,2000.0,16.6,100.0,357.0,50.0,0.0,0.0,0.0,0.0
314,Citroën ë-C4 eléctrico 115 KW - 54KWh E SERIES,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
315,Citroën ë-C4 eléctrico 115 KW - 54KWh MAX,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
316,Citroën ë-C4 eléctrico 115 KW - 54KWh PLUS,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
317,Citroën ë-C4 ELÉCTRICO 115 KW - 54KWh SHINE,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
318,Citroën ë-C4 eléctrico 115 KW - 54KWh YOU,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
319,Citroën ë-C4 Eléctrico 115KW-54KWH MAX,Eléctricos puros,M1,2020.0,14.9,115.0,420.0,54.0,0.0,0.0,0.0,0.0
320,Citroën ë-C4X 115 KW,Eléctricos puros,M1,2040.0,14.8,115.0,420.0,54.0,0.0,0.0,0.0,0.0
321,Citroën ë-C4X ELÉCTRICO 100 KW,Eléctricos puros,M1,2040.0,15.4,100.0,357.0,50.0,0.0,0.0,0.0,0.0
322,Citroën ë-C4X ELÉCTRICO 100 KW - 50KWh Ë Series,Eléctricos puros,M1,2040.0,15.4,100.0,357.0,50.0,0.0,0.0,0.0,0.0
323,Citroën ë-C4X ELÉCTRICO 100 KW - 50KWh Plus,Eléctricos puros,M1,2040.0,15.4,100.0,357.0,50.0,0.0,0.0,0.0,0.0
324,Citroën ë-C4X ELÉCTRICO 100 KW - 50KWh You,Eléctricos puros,M1,2040.0,15.4,100.0,357.0,50.0,0.0,0.0,0.0,0.0
325,Citroën ë-C4X ELÉCTRICO 115 KW - 54KWh Ë Series,Eléctricos puros,M1,2040.0,14.8,115.0,420.0,54.0,0.0,0.0,0.0,0.0
326,Citroën ë-C4X ELÉCTRICO 115 KW - 54KWh Max,Eléctricos puros,M1,2040.0,14.8,115.0,420.0,54.0,0.0,0.0,0.0,0.0
327,Citroën ë-C4X ELÉCTRICO 115 KW - 54KWh Plus,Eléctricos puros,M1,2040.0,14.8,115.0,420.0,54.0,0.0,0.0,0.0,0.0
328,Citroën ë-C4X ELÉCTRICO 115 KW - 54KWh You,Eléctricos puros,M1,2040.0,14.8,115.0,420.0,54.0,0.0,0.0,0.0,0.0
329,Citroën ë-Jumper Batería 37 kWh 35 L2 H2,Eléctricos puros,N1,3500.0,36.2,90.0,116.0,37.0,0.0,0.0,0.0,0.0
330,Citroën ë-Jumper Batería 70 kWh 35 L3 H2,Eléctricos puros,N1,3500.0,36.6,90.0,213.0,70.0,0.0,0.0,0.0,0.0
331,Citroën ë-Jumpy Combi Talla  M  Eléctrico 100 KW 50 KWh,Eléctricos puros,M1,3015.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
332,Citroën ë-Jumpy Combi Talla  M  Eléctrico 100 KW 75 KWh,Eléctricos puros,M1,3100.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
333,Citroën ë-Jumpy Combi Talla  XL Eléctrico 100 KW 75 KWh,Eléctricos puros,M1,3100.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
334,Citroën ë-Jumpy Talla M Eléctrico 100 kW 50 kWh,Eléctricos puros,N1,2865.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
335,Citroën ë-Jumpy Talla M Eléctrico 100 kW 75 kWh,Eléctricos puros,N1,3015.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
336,Citroën ë-Jumpy Talla XL Eléctrico 100 kW 50 kWh,Eléctricos puros,N1,2846.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
337,Citroën ë-Jumpy Talla XL Eléctrico 100 kW 75 kWh,Eléctricos puros,N1,3015.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
338,Citroën ë-Jumpy Talla XS Eléctrico 100 kW 50 kWh,Eléctricos puros,N1,2865.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
339,Citroën ë-SpaceTourer Business Talla M  Eléctrico 100 kW 75 kWh,Eléctricos puros,M1,3100.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
340,Citroën ë-SpaceTourer Business Talla M Eléctrico 100 kW 50 kWh,Eléctricos puros,M1,3015.0,28.2,100.0,196.0,50.0,0.0,0.0,0.0,0.0
341,Citroën ë-SpaceTourer Business Talla XL Eléctrico 100 kW 75 kWh,Eléctricos puros,M1,3100.0,29.5,100.0,285.0,75.0,0.0,0.0,0.0,0.0
